ACTIVITY,BP,HR,CIRCLUATION
3,15,216,2677
0,35,281,3974
0,25,158,811
4,17,132,806
5,18,102,516
0,16,219,4053
2,42,52,133
3,126,205,1751
0,24,177,773
0,7,71,292
4,70,101,249
0,32,149,848
0,11,88,321
4,15,105,765
4,41,156,1364
3,29,156,1364
0,32,160,623
0,15,62,202
0,64,109,887
3,89,352,6744
0,14,166,770
1,147,247,3373
2,34,235,4905
3,85,156,1521
0,40,166,1991
5,65,107,346
3,20,109,689
0,19,85,268
5,43,262,3211
3,29,247,2754
2,71,104,457
2,49,235,4905
2,16,79,292
0,143,255,3211
4,22,138,554
0,37,209,3624
0,162,315,4720
4,122,540,18067
4,50,93,545
4,34,182,1212
0,62,246,2190
0,54,391,7098
5,41,156,654
0,147,376,6283
4,34,156,1364
4,49,288,2334
0,17,76,268
0,24,130,693
4,15,132,806
0,387,604,14152
2,23,54,165
5,78,172,973
3,11,196,1885
2,36,154,587
2,92,33,5
0,150,278,3378
2,9,79,317
2,34,249,3630
0,123,166,850
2,8,79,292
4,91,176,1922
5,102,320,3466
3,69,540,8870
0,65,336,3302
3,30,188,2599
3,34,71,249
4,60,473,14125
4,15,138,554
3,16,109,689
2,79,352,6744
4,71,101,249
4,82,388,6290
1,6,33,5
4,73,288,2334
2,9,79,317
2,50,51,132
3,15,109,689
2,20,54,165
2,36,154,587
3,39,215,2188
5,6,43,161
0,5,118,623
3,30,156,1364
4,43,196,1997
2,33,188,2599
0,26,202,2253
3,41,235,4905
0,5,72,223
4,12,148,729
2,47,483,15505
0,51,358,4435
0,29,246,2679
3,10,72,340
3,71,540,8870
0,13,119,375
4,120,540,18067
2,0,163,1162
3,92,136,619
0,124,580,13153
0,47,182,939
0,47,213,1165
2,49,51,132
3,18,96,804
3,27,247,2754
3,41,315,5844
0,315,393,5850
4,103,205,1751
4,120,209,2534
0,46,283,3377
0,60,166,980
0,99,139,398
3,37,67,224
3,86,172,973
0,161,954,35169
4,125,208,1691
0,20,102,763
4,43,390,7459
3,33,40,100
0,41,282,2834
5,126,171,1747
0,29,173,1866
0,114,237,2607
3,6,63,166
0,10,72,205
0,46,332,3805
3,42,322,4619
2,20,138,554
0,30,180,1110
4,39,156,654
4,109,204,1692
0,88,461,7592
4,54,315,5844
3,73,142,844
4,163,308,6057
2,8,33,5
2,16,79,292
2,75,163,1162
4,0,158,1403
4,132,540,18067
2,38,71,249
2,50,51,132
4,28,132,806
0,40,145,1358
2,20,123,621
2,20,234,1581
0,28,161,1466
4,30,194,1521
0,34,337,4721
2,9,79,317
3,82,120,809
0,22,93,368
3,96,136,619
3,107,217,2904
0,14,178,1694
3,31,247,2754
3,46,234,1581
5,83,136,619
2,49,51,132
3,39,51,132
2,13,79,317
0,69,187,1519
0,95,551,17887
0,25,166,2178
0,49,120,584
2,73,104,457
0,94,247,2600
0,51,254,3973
4,98,158,1403
2,160,305,2610
4,44,180,2054
0,110,390,10962
4,168,308,6057
5,21,123,621
5,30,262,3211
3,26,174,1415
5,85,158,1403
5,132,171,1747
4,63,223,2822
0,30,294,5218
3,31,247,2754
4,91,462,11563
3,84,388,6290
3,62,272,3539
0,160,251,2539
3,76,388,6290
0,42,285,5212
0,58,257,3629
2,141,217,2904
3,89,136,619
0,17,111,617
5,87,352,6744
5,62,468,9276
3,22,220,3450
3,38,196,1997
5,89,172,973
2,51,235,4905
0,49,305,3221
5,33,132,1513
0,68,476,11423
0,53,125,1062
3,87,120,809
3,14,220,3450
0,42,210,1363
4,78,254,3885
2,42,52,133
0,165,218,2256
0,108,166,940
5,27,188,2599
2,11,79,317
3,32,40,100
0,135,550,11581
2,80,163,1162
0,79,122,487
5,165,109,486
2,20,249,3630
2,72,473,14125
5,14,43,161
3,49,271,4426
2,11,51,132
4,165,308,6057
0,79,407,6634
3,90,403,6746
4,34,196,1997
2,20,54,165
4,20,102,516
3,17,54,165
4,64,224,2192
2,34,235,4905
4,45,180,2054
3,96,33,5
0,37,254,2326
0,58,332,8071
4,22,102,764
4,66,101,249
5,21,119,395
4,86,128,693
0,50,267,3213
3,34,224,2192
0,196,318,5016
3,52,93,545
4,24,102,764
0,8,58,130
0,63,433,17675
0,354,671,15350
3,44,71,249
2,73,352,6744
2,76,104,457
4,66,473,14125
2,42,234,1581
3,16,166,1414
3,32,71,249
0,4,107,457
2,88,449,5537
2,15,138,554
2,19,54,165
3,61,315,5844
4,93,156,1521
5,72,145,1156
2,59,473,14125
3,23,216,2677
4,26,131,271
0,72,150,1311
1,8,33,5
0,84,449,9827
2,99,130,490
3,32,157,1519
2,122,88,318
4,59,134,970
3,48,93,545
0,389,274,2685
4,75,163,1162
3,35,166,1111
4,66,320,3466
4,54,483,15505
3,53,254,3885
5,24,196,1885
3,16,166,1111
0,19,150,1159
4,52,67,224
3,35,322,4619
2,116,88,318
3,77,128,693
5,64,273,2061
1,6,33,5
0,89,257,3207
2,92,33,5
4,28,174,1415
3,96,33,5
0,65,286,4623
4,21,88,292
0,252,448,10252
4,29,166,1111
0,19,122,620
4,38,71,249
2,111,449,5537
0,37,186,1416
4,19,156,1364
2,115,247,3373
2,40,52,133
2,12,79,317
0,16,200,2064
3,16,109,689
4,26,71,249
2,25,249,3630
3,69,271,4426
3,74,134,970
4,79,172,973
2,8,33,5
0,83,240,3538
5,6,43,161
3,59,473,14125
3,29,247,2754
0,54,445,7966
0,69,332,6284
2,44,223,2059
0,62,273,4243
0,23,101,321
4,58,473,14125
5,150,281,4061
3,40,71,249
0,75,363,4437
2,9,79,292
2,89,142,844
5,21,102,764
4,71,101,249
5,15,72,340
2,92,352,6744
4,89,388,6290
5,23,72,340
4,25,86,205
3,148,308,6057
2,41,52,133
0,91,356,5122
0,32,218,1998
3,80,172,973
2,20,54,165
2,7,79,292
0,18,55,65
3,42,196,1997
2,31,249,3630
0,12,64,90
0,52,256,3052
0,10,94,515
0,39,265,4521
0,216,182,1521
3,39,322,4619
3,72,540,8870
0,48,284,4627
5,19,76,147
4,11,79,317
4,21,123,621
2,7,79,292
5,45,247,2754
0,43,85,204
4,43,262,3211
4,81,139,587
0,25,215,2394
0,55,376,5225
3,46,483,15505
2,35,52,133
5,36,179,1626
3,95,158,1403
3,19,196,1885
5,154,109,486
0,44,160,1692
3,93,205,1751
2,92,33,5
4,30,156,1364
4,194,362,5847
4,36,166,1111
3,54,271,4426
3,32,157,1519
2,43,93,545
0,34,267,2541
2,45,154,587
0,66,149,731
4,18,220,3450
4,69,101,249
2,26,86,205
5,67,468,9276
0,43,153,979
3,11,109,689
3,91,388,6290
3,18,216,2677
4,40,235,4905
0,167,219,2530
4,50,390,7459
4,43,196,1997
2,20,54,165
2,81,449,5537
3,36,67,224
3,14,109,689
0,6,62,182
0,34,216,2324
5,157,109,486
4,64,134,970
3,57,107,346
3,8,105,765
4,37,52,133
2,126,88,318
2,21,54,165
4,39,234,2464
0,13,116,399
2,69,234,1581
3,92,120,809
0,61,315,2536
3,29,247,2754
4,19,132,806
1,21,85,343
4,141,540,18067
4,48,93,545
5,3,43,161
4,56,224,2192
0,8,75,397
5,30,223,2822
0,184,463,11269
1,7,79,292
2,94,449,5537
1,8,33,5
2,41,52,133
2,67,104,457
3,96,120,809
0,237,312,3890
4,82,104,457
4,108,158,1403
3,76,142,844
3,30,40,100
4,34,193,2118
3,171,362,5847
3,45,235,4905
5,34,179,1626
4,131,281,4061
3,19,216,2677
5,14,76,147
3,92,537,8350
2,40,154,587
3,100,537,8350
1,34,183,931
0,113,336,5421
3,39,154,587
4,36,322,4619
0,26,161,809
3,75,388,6290
4,56,223,2822
3,15,166,1414
3,33,157,1519
3,103,537,8350
3,69,134,970
3,63,271,4426
5,105,209,2534
2,77,352,6744
3,85,120,809
2,41,52,133
4,22,215,2188
3,46,214,1469
2,16,79,292
0,26,216,3281
0,216,386,9670
2,9,79,317
0,41,253,2129
5,86,272,3539
0,54,324,5635
4,41,223,2822
2,50,51,132
1,148,247,3373
0,181,377,9958
3,15,196,1885
4,15,132,806
2,94,449,5537
5,37,180,2054
0,118,197,1693
1,147,247,3373
4,174,308,6057
2,89,128,693
4,102,462,11563
3,22,88,292
0,21,146,1020
0,14,179,1116
0,22,93,841
4,28,194,1521
4,54,294,4249
4,144,540,18067
3,33,156,1364
1,35,183,931
0,67,427,11120
3,37,196,1997
4,64,273,2061
0,19,117,618
4,19,102,764
5,72,288,2334
0,46,295,3974
1,0,247,3373
3,20,216,2677
2,9,79,292
0,2,68,117
4,125,208,1691
0,85,481,8479
0,142,765,26031
1,13,33,5
4,76,540,8870
4,68,273,2061
3,84,120,809
0,234,472,9004
2,58,473,14125
3,21,188,2599
5,99,209,2534
0,17,67,148
3,34,71,249
2,65,224,2192
0,65,121,455
0,25,273,2754
3,31,71,249
4,20,123,621
3,58,214,1469
4,73,101,249
4,15,119,395
4,29,174,1415
0,182,281,3971
0,86,483,11264
4,37,156,654
3,67,134,970
5,37,180,2054
0,43,192,814
0,135,441,8869
2,38,234,2464
0,44,287,2976
0,54,173,1255
3,80,403,6746
4,71,101,249
2,28,157,1519
3,65,473,14125
4,27,102,516
3,76,134,970
0,35,271,5516
2,40,483,15505
0,89,513,12358
4,70,101,249
4,69,288,2334
0,35,231,3535
2,32,234,1581
3,78,142,844
3,11,166,1414
3,17,215,2188
2,92,33,5
4,31,194,1521
5,47,262,3211
4,30,109,689
3,24,216,2677
0,24,116,430
3,33,157,1519
4,116,208,1691
4,78,540,8870
2,53,67,224
0,83,240,2751
0,44,95,484
2,18,96,804
0,22,238,2610
0,17,129,429
4,149,540,18067
0,188,126,519
2,96,33,5
3,47,483,15505
2,30,249,3630
5,38,179,1626
0,34,244,2970
0,80,202,4330
4,31,148,729
5,42,180,2054
5,111,462,11563
3,85,388,6290
0,18,224,1217
4,20,102,764
3,90,136,619
0,264,255,2751
0,30,305,4443
0,36,243,2395
0,83,456,9968
0,28,133,769
4,55,483,15505
2,8,33,5
0,88,140,590
0,69,108,318
0,76,457,9274
3,92,33,5
4,109,208,1691
1,21,85,343
5,40,180,2054
2,96,33,5
4,16,51,102
3,40,215,2188
4,25,123,621
2,37,154,587
0,25,208,1313
4,16,72,340
5,12,43,161
4,35,67,224
2,17,96,804
5,82,145,1156
0,26,144,653
3,15,193,2118
4,41,220,3450
5,50,262,3211
4,73,142,844
5,54,315,5844
4,35,179,1626
2,18,138,554
2,71,104,457
4,75,403,6746
2,27,249,3630
3,40,214,1469
0,36,161,846
3,23,247,2754
3,24,215,2188
4,81,172,973
4,81,473,14125
5,111,171,1747
3,33,234,2464
2,76,128,693
2,77,449,5537
0,61,508,17131
3,22,220,3450
3,75,388,6290
3,89,136,619
0,34,144,1206
4,21,138,554
5,99,158,1403
0,14,139,848
0,28,136,1108
4,199,362,5847
1,6,33,5
5,63,130,694
2,75,104,457
3,38,235,4905
2,72,449,5537
4,210,388,6290
0,21,110,452
0,108,201,1696
2,92,449,5537
0,43,256,2609
5,97,158,1403
0,377,635,19049
2,22,249,3630
0,209,457,8086
3,45,214,1469
2,116,205,1751
4,109,158,1403
0,10,132,1258
4,65,272,3539
3,79,142,844
0,112,358,3296
3,29,220,3450
3,41,235,4905
4,68,224,2192
2,27,249,3630
4,26,156,654
4,56,223,2822
4,77,388,6290
4,15,132,806
3,55,483,15505
0,124,719,19835
2,13,105,765
4,13,119,973
3,27,156,1364
2,53,272,3539
5,13,79,292
5,36,179,1626
2,32,249,3630
3,34,157,1519
4,93,158,1403
1,23,85,343
0,97,458,11268
4,15,132,806
4,16,102,516
4,62,273,2061
3,42,67,224
1,99,130,490
3,34,188,2599
0,40,354,5955
4,69,101,249
4,22,131,271
0,116,318,7457
3,6,63,166
4,69,320,3466
2,46,235,4905
1,20,85,343
0,30,142,1256
4,22,194,1521
4,138,540,18067
5,64,288,2334
3,82,120,809
2,73,104,457
1,8,33,5
1,29,156,1364
0,20,214,2600
3,54,315,5844
0,71,512,9839
2,54,271,4426
0,191,300,5011
5,52,67,224
0,422,870,35966
5,66,101,270
4,77,158,1403
0,108,183,1524
5,35,179,1626
2,22,216,2677
0,115,181,2453
3,34,247,2754
0,26,140,974
4,72,473,14125
0,50,93,545
3,52,223,2059
4,22,102,764
1,33,183,931
2,9,86,205
0,47,420,9137
0,66,143,1111
0,42,313,4343
3,42,315,5844
5,41,180,2054
2,52,483,15505
4,40,156,654
0,9,93,147
1,6,33,5
0,14,139,934
3,118,88,318
0,50,331,6285
2,35,154,587
3,34,157,1519
2,24,249,3630
0,249,336,5954
2,8,105,765
1,23,249,3630
1,6,33,5
5,83,468,9276
0,59,295,3218
0,255,314,6057
0,42,315,4346
0,2,107,207
4,43,234,2464
0,93,462,6527
2,23,54,165
3,11,96,804
0,31,302,5413
4,35,196,1997
1,20,85,343
5,12,123,621
5,32,168,772
0,174,370,4730
2,30,40,100
0,245,301,3058
5,37,67,224
0,151,372,7096
2,120,88,318
3,79,403,6746
4,26,166,1414
2,11,79,317
4,19,82,185
0,51,212,1934
0,35,285,5111
4,15,72,340
0,53,216,1316
2,20,54,165
0,32,187,732
0,55,245,4709
0,33,212,2122
0,58,487,8744
0,205,391,8212
4,21,102,764
4,39,235,4905
0,26,150,1066
2,29,249,3630
5,33,179,1626
0,13,63,115
3,84,120,809
4,26,174,1415
1,120,247,3373
2,23,138,554
0,34,209,1690
2,42,52,133
2,77,104,457
2,27,249,3630
5,84,136,619
5,48,288,2334
2,7,79,292
4,53,214,1469
0,101,576,18650
4,39,71,249
1,35,183,931
5,36,176,1313
0,22,182,2589
2,72,352,6744
4,17,132,806
2,16,88,292
2,80,449,5537
4,36,322,4619
2,41,235,4905
0,20,122,810
2,16,88,292
3,64,134,970
0,16,178,1356
3,74,134,970
3,121,217,2904
5,51,483,15505
2,39,223,2059
3,97,120,809
4,31,174,1415
0,31,220,661
3,57,271,4426
2,33,85,343
3,41,196,1997
0,60,404,7704
4,32,179,1626
5,136,109,486
3,27,156,1364
2,14,88,292
4,20,174,1415
3,36,157,1519
3,96,33,5
2,80,142,844
2,33,247,2754
0,73,225,2824
0,48,95,688
4,57,134,970
1,26,85,343
4,71,142,844
0,68,236,2397
3,136,217,2904
4,73,104,457
4,72,223,2822
5,33,188,2599
3,20,96,804
5,44,196,1997
0,84,247,4241
2,99,130,490
0,179,298,2899
0,55,317,3144
4,28,182,1212
5,45,215,2188
1,21,85,343
4,88,176,1922
1,147,247,3373
2,43,235,4905
3,27,188,2599
4,125,208,1691
0,128,225,1642
0,24,102,618
3,88,120,809
0,33,112,653
0,62,144,807
0,50,111,516
3,56,483,15505
2,26,249,3630
3,39,107,346
0,29,188,2458
4,67,320,3466
3,47,315,5844
3,79,403,6746
4,48,134,970
0,61,408,8084
2,99,130,490
0,200,396,4534
0,12,205,3371
0,33,225,3965
5,109,171,1747
4,30,216,2677
4,23,102,516
2,37,52,133
2,49,51,132
0,51,359,3891
5,125,171,1747
2,20,54,165
3,128,217,2904
0,241,458,10540
3,15,196,1885
0,42,95,190
5,58,223,2822
3,50,483,15505
0,149,788,18861
0,35,229,2194
3,37,154,587
4,91,158,1403
0,16,248,1934
4,181,362,5847
4,69,101,249
2,17,88,292
0,9,76,266
2,37,249,3630
3,90,136,619
3,49,235,4905
2,7,79,292
5,93,214,1469
3,23,220,3450
0,99,646,26239
3,97,136,619
4,60,315,5844
3,55,271,4426
4,16,148,729
1,94,128,693
0,41,221,2903
0,18,134,845
2,73,104,457
0,31,138,1309
0,16,176,1936
4,64,156,654
0,8,100,552
3,20,54,165
4,63,473,14125
0,56,292,6169
4,23,102,764
4,23,138,554
5,33,131,271
2,77,142,844
4,27,174,1415
4,21,196,1885
2,83,142,844
2,17,88,292
5,38,180,2054
0,136,288,2972
2,127,449,5537
0,16,67,135
0,172,670,21043
5,27,131,271
0,31,314,5314
3,41,235,4905
0,122,209,2534
0,37,268,3974
2,72,352,6744
4,91,176,1922
5,18,166,1111
1,6,33,5
0,112,261,4611
3,5,63,166
3,19,196,1885
5,31,223,2822
2,21,79,317
0,9,91,548
2,37,154,587
2,33,40,100
3,38,157,1519
0,84,436,6524
1,145,247,3373
2,19,79,292
3,93,158,1403
3,91,403,6746
0,28,183,2597
5,27,149,549
0,97,191,1692
3,165,308,6057
2,20,54,165
0,56,519,11429
0,237,303,4434
2,8,33,5
3,73,224,2192
2,23,85,343
0,23,109,731
2,34,183,931
0,65,284,4913
3,90,120,809
0,21,179,1462
0,22,175,1020
5,30,138,554
0,21,153,1068
3,36,157,1519
0,139,217,2904
4,43,196,1997
0,66,132,1163
4,48,93,545
5,18,76,147
5,22,102,516
0,25,221,1265
3,40,483,15505
5,46,262,3211
0,88,493,8218
3,27,215,2188
2,16,79,292
2,39,93,545
0,29,150,936
4,22,102,764
0,185,136,458
1,38,183,931
3,75,134,970
4,30,51,102
5,33,156,1364
0,99,387,3224
0,66,235,1365
0,143,266,3627
4,82,120,809
0,88,318,3551
3,100,120,809
4,25,102,764
3,35,157,1519
0,58,187,1692
5,67,128,693
0,12,207,2544
4,188,362,5847
3,15,196,1885
2,41,52,133
3,144,217,2904
3,31,166,1111
3,16,138,554
3,0,40,100
2,77,104,457
4,45,294,4249
4,42,294,4249
3,73,159,2181
3,25,193,2118
2,36,234,1581
0,49,417,6977
4,11,86,205
0,46,320,6391
4,128,540,18067
0,41,245,2598
0,47,91,320
3,85,403,6746
4,41,264,3217
0,37,283,3965
2,6,33,5
0,22,218,2186
3,69,224,2192
2,51,93,545
0,124,534,10401
3,119,88,318
2,18,96,804
3,16,109,689
0,37,118,316
2,89,128,693
1,8,33,5
0,26,148,689
3,34,71,249
3,19,96,804
2,42,52,133
0,37,196,1116
0,50,395,5960
0,23,137,551
1,20,85,343
0,36,311,4436
3,14,109,689
2,17,88,292
2,53,223,2059
2,67,473,14125
0,26,64,65
2,20,54,165
3,47,322,4619
3,129,217,2904
3,84,537,8350
2,32,220,3450
4,145,540,18067
0,17,132,729
3,88,388,6290
5,46,180,2054
3,21,138,554
4,131,208,1691
0,48,288,3296
3,82,172,973
0,19,157,1211
4,136,540,18067
0,200,282,2683
0,48,385,6516
3,43,93,545
2,75,223,2059
3,79,142,844
0,54,387,6862
3,100,537,8350
3,31,166,1414
3,58,107,346
5,15,82,185
4,190,362,5847
1,141,247,3373
4,44,223,2822
3,48,93,545
0,79,159,1747
1,20,54,165
0,46,324,4626
2,75,104,457
0,41,121,525
0,46,81,77
0,18,120,689
1,24,85,343
0,38,312,6727
2,74,483,15505
4,37,174,1415
3,57,390,7459
5,117,171,1747
3,88,388,6290
3,26,123,621
0,50,161,1683
1,6,33,5
5,69,104,457
3,82,403,6746
3,98,120,809
3,27,220,3450
0,40,177,771
0,105,593,14481
5,72,104,457
2,97,130,490
4,44,390,7459
3,5,63,166
2,11,96,804
3,21,193,2118
0,52,326,3891
2,81,163,1162
2,28,249,3630
3,27,156,1364
4,42,196,1997
3,31,166,1111
5,88,151,1023
0,27,168,728
4,115,208,1691
2,29,234,2464
5,33,262,3211
0,36,160,1518
5,49,156,1364
0,33,198,1214
2,10,79,317
4,80,540,8870
4,63,315,5844
0,68,165,400
0,15,107,399
2,65,473,14125
4,47,234,2464
3,8,63,166
2,0,163,1162
2,11,79,317
1,142,247,3373
4,57,214,1469
4,44,220,3450
3,95,537,8350
3,86,142,844
3,48,315,5844
0,33,223,2535
4,82,128,693
4,30,174,1415
2,138,217,2904
4,43,132,1513
0,27,264,2680
5,39,67,224
2,74,104,457
3,24,247,2754
5,58,223,2822
4,144,281,4061
3,43,166,1414
4,26,193,2118
2,50,234,1581
3,85,142,844
4,90,388,6290
3,28,157,1519
0,131,251,1475
4,21,102,764
4,34,71,249
0,86,135,587
4,22,193,2118
4,15,196,1885
4,14,119,973
3,45,254,3885
1,33,183,931
4,58,224,2192
4,35,156,654
0,224,498,7108
4,100,120,809
4,92,33,5
3,19,54,165
3,35,188,2599
3,37,234,2464
0,13,166,1403
0,92,574,17322
2,42,315,5844
4,170,308,6057
0,55,314,3057
0,141,297,4154
4,88,163,1162
3,38,71,249
3,5,63,166
2,41,223,2059
4,99,209,2534
0,26,144,1158
2,42,234,1581
5,42,179,1626
5,160,281,4061
4,16,138,554
4,18,123,621
3,52,271,4426
0,180,645,27868
0,56,337,4919
3,14,166,1111
0,39,219,1875
4,56,483,15505
5,6,33,5
5,19,194,1521
2,32,249,3630
2,13,88,292
0,23,143,927
3,34,247,2754
0,38,309,3800
4,47,67,224
0,29,239,3708
2,23,249,3630
4,97,537,8350
5,25,262,3211
3,35,234,2464
4,42,214,1469
1,20,54,165
3,26,166,1414
3,5,63,166
3,21,88,292
5,24,166,1414
4,29,166,1414
3,13,33,5
4,38,216,2677
4,37,156,1364
0,53,88,270
4,52,262,3211
1,35,183,931
3,38,156,654
2,19,138,554
4,34,166,1414
2,92,120,809
0,27,85,401
0,64,241,3623
0,82,306,5630
0,16,165,1073
0,21,164,1111
2,25,249,3630
2,60,190,1573
4,83,120,809
0,67,396,14634
0,46,202,1261
3,49,271,4426
0,35,257,2530
3,32,166,1111
5,60,271,4426
0,100,210,1755
0,177,337,6065
2,42,52,133
0,28,119,884
3,41,214,1469
2,38,234,2464
0,5,66,113
3,85,388,6290
4,129,540,18067
3,53,483,15505
0,44,322,5217
5,46,262,3211
0,237,340,4341
2,118,449,5537
4,52,288,2334
0,58,360,4347
3,51,315,5844
0,4,81,454
3,111,462,11563
4,30,174,1415
0,207,367,3892
4,35,322,4619
4,23,102,764
0,251,320,6741
2,47,483,15505
2,20,54,165
3,34,154,587
2,73,352,6744
1,8,33,5
2,12,79,317
0,168,887,26045
0,56,118,654
4,69,273,2061
2,43,157,1519
0,36,308,4721
3,95,139,587
0,120,255,3298
3,42,166,1111
3,35,154,587
4,69,271,4426
4,31,168,772
4,25,123,621
3,17,88,292
4,52,234,1581
4,20,76,147
3,32,223,2059
0,195,253,2061
4,52,294,4249
3,23,188,2599
4,95,388,6290
3,36,223,2059
3,15,196,1885
0,11,242,3621
5,51,390,7459
3,93,388,6290
4,24,174,1415
0,70,344,4438
5,93,209,2534
3,39,234,2464
3,53,271,4426
4,71,134,970
3,5,63,166
4,19,102,764
5,51,180,2054
0,77,107,517
4,47,93,545
3,57,390,7459
3,186,308,6057
0,118,571,17504
0,6,77,366
4,93,163,1162
3,40,247,2754
4,92,33,5
2,27,71,249
4,61,273,2061
2,126,88,318
0,24,200,1368
4,29,156,1364
0,25,196,1689
0,29,209,2189
5,70,262,3211
3,22,193,2118
3,34,188,2599
4,28,168,772
4,15,102,764
4,24,220,3450
3,51,234,1581
4,39,234,2464
4,126,540,18067
2,27,249,3630
5,80,142,844
0,194,866,36765
3,13,196,1885
0,41,228,2319
0,39,553,12845
3,102,537,8350
2,72,104,457
4,49,223,2822
3,96,449,5537
0,263,435,8093
0,63,424,9397
0,23,237,1214
2,56,483,15505
0,325,178,1416
5,49,322,4619
4,90,136,619
3,38,224,2192
4,68,390,7459
3,40,483,15505
0,55,382,4631
5,93,176,1922
3,26,247,2754
4,52,272,3539
3,96,33,5
3,48,93,545
0,26,98,134
5,122,88,318
4,51,390,7459
5,7,43,161
2,126,205,1751
4,91,176,1922
2,23,138,554
3,27,157,1519
3,16,196,1885
3,6,63,166
0,13,147,1263
0,14,72,132
3,67,403,6746
3,115,462,11563
5,18,119,395
2,47,235,4905
2,20,249,3630
4,21,102,764
0,29,128,620
0,25,177,773
0,154,202,1311
0,5,85,186
2,24,79,292
2,19,88,292
0,69,324,4068
0,39,218,2675
4,67,101,249
0,27,97,619
2,11,79,292
0,315,140,1408
5,16,51,102
0,39,128,928
0,28,118,845
2,50,51,132
3,33,157,1519
4,20,138,554
4,130,540,18067
2,28,156,1364
0,66,471,11572
1,26,85,343
2,85,120,809
2,14,96,804
3,34,154,587
0,16,151,977
4,108,158,1403
3,63,223,2059
0,114,310,5218
0,74,384,6403
4,85,158,1403
0,54,286,2830
4,37,156,654
1,147,247,3373
4,17,132,806
3,33,154,587
3,24,249,3630
0,108,721,20441
3,18,96,804
0,35,166,1210
2,20,249,3630
4,29,174,1415
0,113,556,12519
3,35,71,249
4,36,149,549
4,69,101,249
3,77,128,693
5,35,51,102
3,5,63,166
0,149,99,759
0,19,162,890
2,25,88,292
4,77,142,844
0,11,73,115
4,15,132,806
5,73,176,1922
3,8,105,765
3,84,120,809
4,25,174,1415
0,172,229,1877
0,76,356,3982
0,26,170,1259
4,130,540,18067
4,40,223,2822
3,94,120,809
3,81,540,8870
1,21,85,343
0,126,252,4807
0,100,157,1415
2,23,54,165
3,13,123,621
0,151,195,2118
1,30,183,931
0,148,986,40959
4,61,294,4249
5,14,72,340
0,25,140,656
0,108,248,3293
0,41,184,1807
4,32,216,2677
3,15,109,689
2,42,52,133
0,37,121,618
0,34,155,1633
5,12,43,161
0,19,174,1628
4,47,180,2054
1,147,247,3373
3,21,196,1885
2,86,120,809
4,57,473,14125
3,25,196,1885
2,16,79,292
3,18,88,292
5,19,76,147
0,40,236,1264
0,35,224,3532
5,34,40,100
2,130,205,1751
2,63,473,14125
4,65,315,5844
0,39,300,4155
4,20,156,1364
0,194,362,3059
3,158,308,6057
2,82,128,693
4,25,220,3450
3,47,315,5844
3,31,234,2464
5,37,180,2054
0,23,127,973
